"relative_path","size_bytes","sha256"
".gitattributes","8","705FD4D6451A31D36B3DF7DE96F83F30AC976C9B4A6D1E51671D8E2F33E2D0DA"
"acquisition_protocol.json","738","278767A5F74B397D45E701271A6FF65DF54F2377716CCD5BA32449A184A99D04"
"acquisition_source_state.json","701","9C5C438A47EC3BEF59E266200C070F039AA115B6F73294E7D24D483082ACCC3C"
"attempt_ledger.json","4479","E01CCEAA06304AFEA882CEE066387AD6FFFDF0B25137DA69EE9A4C12A91D2785"
"backup_plan.json","445","A78C0A411A627954E7AEA5FCA8172015283218E545F975841FB9FD742B98E82B"
"build_test_validation.json","1209","13B09BF78A366BB3C88BBAEF48906145E59D357F69235991D952E7000E052533"
"campaign_validation.json","123711","D9398874997DD658494C2C1F7E1D8A3289E8EEB67B4EAB2E23E3E99C83AE8090"
"commands.txt","1535","22AC361FE7D9E3C312E0485ACE66351BF4BFB39CCCC776BC1A956F68006B598A"
"condition_definitions.json","361","DA9160BC45519023721F2A84CA7C2284321CC082CE51EA04DB08E59D57AF25C9"
"configuration_only_equivalence.json","1926","8486A2D69EDB9A669EFF33A7CC9A37D72146D7275157614D051F4B09ED51F503"
"counter_delta_summary.json","1514","01B974C719C7DEB4123C41733495F8EE5D60659C4EDE4B15BC4F64F697D3FFB6"
"descriptive_condition_summary.json","2429","7724BA50B6341E5676C0736C19F41B7A07B0E80AA8D71A45DF765546A854D9C4"
"execution_record.json","677","672D1885052FCDB4044EE4B9067913D00BC2B4B145AC7A30F4CC9F689C511967"
"final_attempt_ledger.json","4479","E01CCEAA06304AFEA882CEE066387AD6FFFDF0B25137DA69EE9A4C12A91D2785"
"final_disposition.json","398","6D26DE55D2B2D30E0C780D90053FF6CA93B628BE705D1076173CA6A7A3E6D815"
"final_validation.json","1040","7C0AEBD26A45B22FCEB9BFE92470EEC48FCDD8D3DA5715D9C8B1AC84CF4831C7"
"firmware/f411_p2_fixed_controller.bin","19832","8686113C4A83E1600EBE66FB3B3F8795853011B4B0E69D91F9E68EBB3FD8FE68"
"firmware/f411_p2_fixed_controller.elf","158152","9AA52D103E977A8B18968A0B7F3D69E74361AC5E5FFDFA6B3CBC49A3AD722D78"
"firmware/f411_p2_payload.bin","8152","52F145488CAD9D3A9711F77DF1DFB9F76DFEAE6660FE9E1FBD5560AA738BFBBB"
"firmware/f411_p2_payload.elf","143396","0BC0EAAA7830B001CD31F1805C1002275E62FAF8DE6BC8C1AF44ABF5A2005493"
"hardware_enumeration.json","755","6CA3BB7D21E37848174DC0C9565FD4B666E822997352CA42AD58CCE1798F858C"
"hardware_gate_status.json","657","6743099AB8808CE15129DB3A72EA5C364F1B480B495AD59004A159D95E8572EB"
"human_wiring_confirmation.json","935","4D1EFA8052445C2F7DEB0AF16B9C607FC738DAA59EA9752D2B7D2212214DFEEB"
"independent_validation.json","648","3E95734FCA902947EB5840E65EEC1F4A11DCE2F22BDFC972BFC86CC74F928472"
"locked_attempt_ledger.json","2991","315A0FEDF1F27639982B158F21B748C3A2338B762763AD6D3B1F3BE22AB3F4FE"
"locked_manifest.json","3647","55D9C29253C0011ED8C9D2CF14274A9D63A9B15199068B91F77FA7A7BDA093FC"
"port_close_status.json","126","FB8367B613F378889800CCFCBAB770E21256A0DDDA93621BCBA37875817CE498"
"postacquisition_crosscheck.json","664","9A3DD612C34CBF7301049AF48B1A486A106EEBED481E06EBB834317A5431E420"
"preacquisition_inventory_reconciliation.json","852","6046D36F2FEA47726B44CA96650AA3CF4FE23EFDDAA3E2D4C1441F0F7C76D84B"
"PREACQUISITION_SHA256SUMS.csv","2300","DE4894ED6056B23E1A7E9A191931B754F3098D9D1B82DFD8456D7650B4A1E9BA"
"preacquisition_source_state.json","686","E6C05DE3C9415D11722FE2D2DBE0A9350F28E0DAAA7835CF85E3655C7D82552A"
"preacquisition_validation.json","995","AD72E24EC45F78CE30C65F39674A20F3FCEC4DB05A43312907C97537D9B28540"
"precheck_validation.json","5426","814647CC15BA174D84335815D62AAB9482A5D6A9BF56362EE495F44330B851B9"
"prior_inventory_validation.json","1986","C21278AD97DA1FD990294D1086C99B098C3FC8979F79013D748CA7F68ACC9051"
"process_and_final_state.json","587","0F306E7DA0951118884B0E3EE8B0FACAA96B305498CF6CB328C2A5DB3737A849"
"raw/master/controller_readable.txt","54319","66C4F216D62998337EC51D2317D1EA57D9179DB6F2767B49277BCF843F6CFBD5"
"raw/master/controller.log","114343","CF4FE0EAC032677381C3180D7B6A4F51073EB731E5C0AC52C020191DACA0B242"
"raw/master/flash_controller.log","1335","95E32373140D8A0C1DA1EEA2B3C688D3D6946A7FA438B75593A3479280021224"
"raw/master/flash_payload.log","1335","208005A4176AE5BAC043D3CAC734BA08DB28C121B4A522B135BBB38046C3C66F"
"raw/master/payload_readable.txt","2334","11BA9E6E13AE112D273892454867875119F8187E39A7805E3D29D67F4C4D92DB"
"raw/master/payload.log","4338","632A9D31AF48ACC254697C87AF28399F7B422217F6AE60CE0510EBAED2CD6F66"
"raw/rows/F411P2_C01_B1_NC/controller_readable.txt","3195","8FD29B7A66A4FC2E16E70A45B83F8E50FE1008254459C097181AB3F6687C0CD7"
"raw/rows/F411P2_C01_B1_NC/payload_readable.txt","110","4236A3F9BF07EC42B47B87AE75E548E25368F8AEE4DD50D8445812FE88E39849"
"raw/rows/F411P2_C01_B1_NC/validation.json","9049","449947012CCD890C9C7D61BFD01122F3F60310B46376D5F5947A5D514A935F29"
"raw/rows/F411P2_C02_B1_D110/controller_readable.txt","3212","82CC7EB7B8D8A68787671EE059EB93923DBC965AF1B4CC7B6A440FD9156F9341"
"raw/rows/F411P2_C02_B1_D110/payload_readable.txt","179","B8AFB3A5701FED2D1F06CD5A09ED1ECA2113F13395CBE65A7F8035F24A45F844"
"raw/rows/F411P2_C02_B1_D110/validation.json","8602","06031E1B4C35F8B90E1C22308E74979DCA2B94763A10C90CBF6BFDCDA39A14EA"
"raw/rows/F411P2_C03_B1_D090/controller_readable.txt","3408","D46CC9CADA17600A4DF91F90997032B39BC061E62595EB89C02868A031C8BC91"
"raw/rows/F411P2_C03_B1_D090/payload_readable.txt","178","F7DDE4D50FF215A1417AD2A3DF44DD11FEB3C9F21FB75FAE6CC1E49CCC139DB0"
"raw/rows/F411P2_C03_B1_D090/validation.json","9058","6B38287B94079CE048E880286B7599EB8CE4D2EC8FB599686776564FFE0FDF78"
"raw/rows/F411P2_C04_B1_D100/controller_readable.txt","3216","B2B85ABDC5357394F1FA1DC37B9359915E795CB1A990EE5D88E7B39BDD58F922"
"raw/rows/F411P2_C04_B1_D100/payload_readable.txt","179","F1D158B71AAC6DF53537091E5B2326ECF3DAA2F8A19408ED6E7AD3D6E32C2BD3"
"raw/rows/F411P2_C04_B1_D100/validation.json","8443","8530DFFFF1505AC7F12638CF7D208548FD0E53A1FCB7E3332F795882D9FC7C53"
"raw/rows/F411P2_C05_B2_D090/controller_readable.txt","3345","2E5B5677966FB0EAB98BD66FBA356CA0E1062FC2ECB8A7FF8541C449CF1BE7CB"
"raw/rows/F411P2_C05_B2_D090/payload_readable.txt","178","1EE17CE63AE0979AE699544AD7D9244DAE0348D49739E6F1721A0C996CB8103A"
"raw/rows/F411P2_C05_B2_D090/validation.json","9394","FACC6F0E37CB7810E68BC06ED39EEC0149133CFB71D50D0D039218985E5649DF"
"raw/rows/F411P2_C06_B2_NC/controller_readable.txt","3416","43D4A43330437AFE306D391889D080EEEE6489F5643610BA26C3367690B465E9"
"raw/rows/F411P2_C06_B2_NC/payload_readable.txt","110","0C3FAB49C19C90C33A88AA59CF40EC797CE5B932CE168E1BFB86395BB9B845D7"
"raw/rows/F411P2_C06_B2_NC/validation.json","9397","330A200220469F0486B44593BC7E420A07EE3CEB8E7A1313EA68269513315537"
